Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Self-play/ELO,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,0.6930189,-0.18335512,106.54301075268818,1206.0416355937948,3.4347826086956523,3.4347826086956523,1.0
20000,0.6930171,-0.18690634,94.13461538461539,1211.9265025395248,33.68571428571428,33.68571428571428,1.0
30000,0.6876137,-0.034796238,62.099378881987576,1217.958819659072,24.7375,24.7375,1.0
40000,0.6824882,-0.027913596,93.15686274509804,1220.4512881200662,-89.93203883495146,-89.93203883495146,1.0
50000,0.68625885,-0.09783651,136.74666666666667,1220.4512881200665,-129.36,-129.36,1.0
60000,0.68960994,0.04926864,106.46236559139786,1220.4512881200662,-63.45652173913044,-63.45652173913044,1.0
70000,0.6879683,-0.04049658,118.90361445783132,1220.4512881200662,138.75903614457832,138.75903614457832,1.0
80000,0.68371993,-0.04942912,98.58,1220.0040799785543,-64.16,-64.16,1.0
90000,0.6900502,0.09422659,76.0,1217.3315582046876,13.376923076923077,13.376923076923077,1.0
100000,0.6868695,0.12363938,59.47878787878788,1218.4066092535052,47.096969696969694,47.096969696969694,1.0
110000,0.6717776,-0.66803837,236.8625,1220.0687406571112,-136.14634146341464,-136.14634146341464,1.0
120000,0.6687644,-0.79472893,297.0285714285714,1218.0414901468446,-98.51428571428572,-98.51428571428572,1.0
130000,0.64794844,-0.8403877,751.9166666666666,1217.892171518946,-395.3333333333333,-395.3333333333333,1.0
140000,0.64192337,-0.86360306,560.6,1219.5140080638787,561.0,561.0,1.0
150000,0.65202445,-0.69022244,363.94117647058823,1222.810027622141,574.6764705882352,574.6764705882352,1.0
160000,0.65901273,0.33620003,324.48275862068965,1222.8243849701562,562.448275862069,562.448275862069,1.0
170000,0.6629393,0.4617655,170.52542372881356,1226.9866264820419,374.4237288135593,374.4237288135593,1.0
180000,0.65561885,0.5364098,162.30645161290323,1230.3328388551352,262.3709677419355,262.3709677419355,1.0
190000,0.64308834,0.64757514,93.42592592592592,1230.3243305652231,206.65420560747663,206.65420560747663,1.0
200000,0.6228428,0.72973233,114.61176470588235,1230.3243305652234,179.03488372093022,179.03488372093022,1.0
210000,0.6527267,-0.49745548,452.8636363636364,1232.4462287540696,871.4090909090909,871.4090909090909,1.0
220000,0.59691066,-0.37605438,73.80147058823529,1235.8628714663919,381.2814814814815,381.2814814814815,1.0
230000,0.6020799,-0.2640196,68.91608391608392,1239.8170470251316,268.7972027972028,268.7972027972028,1.0
240000,0.67039245,-0.16831258,183.98039215686273,1252.3699509760938,877.3461538461538,877.3461538461538,1.0
250000,0.63455516,-0.10180837,65.28187919463087,1255.673712810292,614.3666666666667,614.3666666666667,1.0
260000,0.6307568,0.7880505,121.36144578313252,1260.4997164777765,512.719512195122,512.719512195122,1.0
270000,0.64548963,0.87367666,55.46067415730337,1259.924362466452,300.9943820224719,300.9943820224719,1.0
280000,0.61873364,0.9683893,73.9469696969697,1262.3160346197153,306.37593984962405,306.37593984962405,1.0
290000,0.6250053,1.0153683,44.25560538116592,1264.245167803684,486.81531531531533,486.81531531531533,1.0
300000,0.60608345,1.1319242,39.48178137651822,1277.2149615685141,647.668016194332,647.668016194332,1.0
310000,0.61601776,0.27910435,45.06944444444444,1281.5028961589005,488.51851851851853,488.51851851851853,1.0
320000,0.62845933,0.34912622,58.70059880239521,1286.4788502928334,333.6706586826347,333.6706586826347,1.0
330000,0.64881504,0.3718422,63.619354838709675,1288.4569066948734,287.9612903225806,287.9612903225806,1.0
340000,0.63087654,0.47740367,72.1037037037037,1288.1454342429543,50.05882352941177,50.05882352941177,1.0
350000,0.62366045,0.49513716,61.49375,1287.0410915533528,742.575,742.575,1.0
360000,0.5187575,1.4517709,37.62934362934363,1289.8669155876064,803.6177606177606,803.6177606177606,1.0
370000,0.52259874,1.4906327,34.09122807017544,1298.882327195475,561.4070175438596,561.4070175438596,1.0
380000,0.5122112,1.7163996,30.074534161490682,1306.521091877035,953.3944099378882,953.3944099378882,1.0
390000,0.4935646,1.7201077,36.08550185873606,1316.6221944427782,726.9814126394052,726.9814126394052,1.0
400000,0.48248848,1.8702312,38.22352941176471,1316.6192907882757,844.8470588235294,844.8470588235294,1.0
410000,0.48254332,0.56082,38.354330708661415,1316.6192907882757,1376.0984251968505,1376.0984251968505,1.0
420000,0.5563196,0.71118003,45.57674418604651,1322.509001044802,1153.6883720930232,1153.6883720930232,1.0
430000,0.5023997,0.7209167,34.93884892086331,1337.8869006549446,1360.4712230215828,1360.4712230215828,1.0
440000,0.48937446,0.9334794,30.03095975232198,1339.6389443468986,1000.9969040247678,1000.9969040247678,1.0
450000,0.5348366,0.94759756,34.26056338028169,1346.7868673450675,1210.3309859154929,1210.3309859154929,1.0
460000,0.5104266,1.9691275,32.088039867109636,1355.7046089554933,640.5847176079734,640.5847176079734,1.0
470000,0.51778805,1.999972,28.735905044510385,1355.7065035984922,728.4302670623146,728.4302670623146,1.0
480000,0.5155259,1.9881327,27.738505747126435,1355.7065035984922,927.0229885057471,927.0229885057471,1.0
490000,0.4936471,1.9878818,37.08015267175573,1362.721804624849,1523.3473282442749,1523.3473282442749,1.0
500000,0.47312984,1.9961314,36.43445692883895,1383.5403808691583,1567.2397003745318,1567.2397003745318,1.0
510000,0.4989405,1.5230238,29.22205438066465,1395.6563388058958,1455.9456193353474,1455.9456193353474,1.0
520000,0.4815785,1.6353359,31.192926045016076,1392.7175965689487,1786.234726688103,1786.234726688103,1.0
530000,0.5032128,1.6958466,34.20774647887324,1395.723287868625,1871.274647887324,1871.274647887324,1.0
540000,0.4487409,1.7945294,34.35335689045937,1404.39911648014,3708.3250883392225,3708.3250883392225,1.0
550000,0.41948792,1.8530027,33.832752613240416,1404.444741227271,3633.1811846689898,3633.1811846689898,1.0
560000,0.4147741,2.2369795,33.733564013840834,1404.444741227271,2912.9031141868513,2912.9031141868513,1.0
570000,0.42703074,2.3074532,31.3474025974026,1404.444741227271,2331.1688311688313,2331.1688311688313,1.0
580000,0.43861946,2.3636372,24.935064935064936,1419.8779063237366,2600.638961038961,2600.638961038961,1.0
