Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Self-play/ELO,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1010000,0.74028325,-0.7944703,4998.75,1200.9921362293444,-15.940000001341105,-15.940000001341105,1.0
1020000,0.7676729,-1.8669479,4998.5,1200.9921362293444,-36.0,-36.0,1.0
1030000,0.77139705,1.5012556,4998.5,1200.9921362293444,-40.795000022277236,-40.795000022277236,1.0
1040000,0.6864848,3.0943272,4998.5,1200.9921362293444,-15.31500026397407,-15.31500026397407,1.0
1050000,0.6989468,2.6294236,4998.5,1200.9921362293444,-13.595000267028809,-13.595000267028809,1.0
1060000,0.54598147,-4.4969563,4999.0,1200.9921362293444,0.0,0.0,1.0
1070000,0.51398426,-5.2799716,4998.5,1200.9921362293444,0.0,0.0,1.0
1080000,0.6593078,-1.7430842,4998.5,1200.9921362293444,-0.4900000002235174,-0.4900000002235174,1.0
1090000,0.7894,-0.46220368,4998.5,1200.9921362293444,0.004999999888241291,0.004999999888241291,1.0
1100000,0.77889085,-0.30581436,4998.5,1200.9921362293444,-2.0,-2.0,1.0
1110000,0.75432295,0.7937872,4998.75,1200.9921362293444,-1.3850000025704503,-1.3850000025704503,1.0
1120000,0.885475,0.94211996,4998.5,1200.9921362293444,-12.370000030845404,-12.370000030845404,1.0
1130000,0.61477697,-0.15923336,4998.5,1200.9921362293444,-57.975000005215406,-57.975000005215406,1.0
1140000,0.57304096,-0.12928386,4998.5,1200.9921362293444,-81.49000000488013,-81.49000000488013,1.0
1150000,0.3091311,0.14108543,4998.5,1200.9921362293444,-0.9900000002235174,-0.9900000002235174,1.0
1160000,0.27098554,-0.07396229,4999.0,1200.9921362293444,0.009999999776482582,0.009999999776482582,1.0
1170000,0.4148374,0.08112092,4998.5,1200.9921362293444,0.004999999888241291,0.004999999888241291,1.0
1180000,0.7216392,0.2146995,4998.5,1200.9921362293444,-0.9400000013411045,-0.9400000013411045,1.0
1190000,0.8106862,0.14619128,4998.5,1200.9921362293444,-0.380000002682209,-0.380000002682209,1.0
1200000,0.7780713,0.19973032,4998.5,1200.9921362293444,-0.8400000035762787,-0.8400000035762787,1.0
1210000,0.75214165,-0.487868,4998.75,1200.9921362293444,-22.440000001341105,-22.440000001341105,1.0
1220000,0.7057594,-0.8603886,4998.5,1200.9921362293444,-40.5,-40.5,1.0
1230000,0.82676554,-0.647402,4998.5,1200.9921362293444,-37.99000000022352,-37.99000000022352,1.0
1240000,0.28198576,-0.12807259,4998.5,1200.9921362293444,-15.0,-15.0,1.0
1250000,0.43056303,-0.22096705,4998.5,1200.9921362293444,-0.4950000001117587,-0.4950000001117587,1.0
1260000,0.72397894,0.31323504,4999.0,1200.9921362293444,-0.8400000035762787,-0.8400000035762787,1.0
1270000,0.48520836,1.7986145,4998.5,1200.9921362293444,-7.790000142529607,-7.790000142529607,1.0
1280000,0.5178768,1.550616,4998.5,1200.9921362293444,-6.700000138022006,-6.700000138022006,1.0
1290000,0.5389936,1.6840893,4998.5,1200.9921362293444,-8.84500013384968,-8.84500013384968,1.0
1300000,0.50241137,2.0967338,4998.5,1200.9921362293444,-24.985000510700047,-24.985000510700047,1.0
1310000,0.50996375,-1.3194559,4998.75,1200.9921362293444,-12.780000142753124,-12.780000142753124,1.0
1320000,0.46634415,-2.556081,4998.5,1200.9921362293444,-5.5,-5.5,1.0
1330000,0.4578607,-1.1307092,4998.5,1200.9921362293444,-7.5,-7.5,1.0
1340000,0.44373074,-1.0360609,4998.5,1200.9921362293444,-8.0,-8.0,1.0
1350000,0.43531147,-0.9734945,4998.5,1200.9921362293444,-9.495000000111759,-9.495000000111759,1.0
1360000,0.76363826,-0.10098792,4999.0,1200.9921362293444,-3.370000071823597,-3.370000071823597,1.0
1370000,0.8421683,0.24477041,4998.5,1200.9921362293444,-3.0800000419840217,-3.0800000419840217,1.0
1380000,0.7155496,0.24314657,4998.5,1200.9921362293444,-0.7450000056996942,-0.7450000056996942,1.0
1390000,0.6520156,0.60894585,4998.5,1200.9921362293444,-2.8550001066178083,-2.8550001066178083,1.0
1400000,0.7146423,0.42215413,4998.5,1200.9921362293444,-0.03500004019588232,-0.03500004019588232,1.0
1410000,0.5280042,-1.6706368,4998.75,1200.9921362293444,-0.26000005658715963,-0.26000005658715963,1.0
1420000,0.4933785,-2.8552773,4998.5,1200.9921362293444,-0.5,-0.5,1.0
1430000,0.48434716,-1.8554802,4998.5,1200.9921362293444,-1.0,-1.0,1.0
1440000,0.47494763,-0.58428466,4998.5,1200.9921362293444,-3.0,-3.0,1.0
1450000,0.47749677,-0.5844465,4998.5,1200.9921362293444,-3.5,-3.5,1.0
1460000,0.49697116,-0.11164918,4999.0,1200.9921362293444,-0.3300002086907625,-0.3300002086907625,1.0
1470000,0.535051,0.036851704,4998.5,1200.9921362293444,0.694999766536057,0.694999766536057,1.0
1480000,0.69365364,-0.40098792,4998.5,1200.9921362293444,0.849999975413084,0.849999975413084,1.0
1490000,0.51570064,0.11850581,4998.5,1200.9921362293444,-1.6200002180412412,-1.6200002180412412,1.0
1500000,0.46584508,0.34601384,4998.5,1200.9921362293444,-0.775000206194818,-0.775000206194818,1.0
1510000,0.45100227,-0.39318612,4998.75,1200.9921362293444,-0.8050000546500087,-0.8050000546500087,1.0
